SITE;ZONE;REF;LINHA;LAST USER MODIFIED STATUS;:ABL STATUS DESCRIPTION;ABL %;:SFLEX;:FLEXSTAT;:NUMA1;:PCLINUM;Fluxograma;:DESIGN;:PDATDRWG;:HOLD;:NOTE1;:NOTE2;:NOTE3;:NOTE4;:NOTE5;:NOTE6;:NOTE7;REV ATUAL;:DESIGNED
/024-072_PIPE_COMMON_COOKING;/024-072_WSH;=134241800/27222;/TUBING-3120-PT-4003;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSH;=134258184/6129;/TUBING-3120-PT-4004;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSH;=134258184/6148;/TUBING-3120-PT-4011;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSH;=134241800/27198;/TUBING-3120-PT-4021;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSH;=134258184/6110;/TUBING-3120-PT-4022;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSH;=134258184/7011;/TUBING-3120-PT-8002;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSH;=134258184/6833;/TUBING-3124-PT-8002;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSH;=134258184/6246;/TUBING-3123-PT-8002;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSH;=134258184/6996;/TUBING-3120-PT-8003;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSH;=134258184/6814;/TUBING-3124-PT-8003;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSH;=134258184/6224;/TUBING-3123-PT-8003;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSH;=134258184/6668;/TUBING-3124-PT-8008;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSH;=134258184/6486;/TUBING-3123-PT-8008;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSH;=134258184/6344;/TUBING-3124-PT-8012;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSH;=134266376/19278;/TUBING-3124-PT-8013;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSH;=134249992/8232;/TUBING-3123-PT-8013;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSH;=134266376/19296;/TUBING-3124-PT-8015;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSH;=134241800/23971;/TUBING-3123-PT-8015;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSH;=134258184/6359;/TUBING-3124-PT-8018;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSH;=134258184/6687;/TUBING-3124-PT-8025;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSH;=134258184/6501;/TUBING-3123-PT-8025;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSH;=134258184/6707;/TUBING-3124-PT-8026;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSH;=134249992/8623;/TUBING-3123-PT-8026;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSH;=134241800/27271;/TUBING-3123-PT-8027;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSH;=134241800/27434;/TUBING-3124-PT-8027;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSH;=134241800/21412;/TUBING-3123-PT-8029;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSH;=134241800/21467;/TUBING-3124-PT-8029;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSH;=134241800/21483;/TUBING-3123-PT-8030;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSH;=134241800/21324;/TUBING-3124-PT-8030;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSH;=134258184/6697;/TUBING-3124-PT-8035;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSH;=134249992/8643;/TUBING-3123-PT-8035;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSH;=134241800/27375;/TUBING-3120-PT-8036;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSH;=134241800/27353;/TUBING-3120-PT-8037;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSH;=134241800/27462;/TUBING-3124-PT-8040;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSH;=134241800/27257;/TUBING-3123-PT-8040;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSH;=134241800/23957;/TUBING-3123-LT-2014A;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSH;=134241800/21496;/TUBING-3123-LT-3028A;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSH;=134249992/8180;/TUBING-3120-LT-2014A;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSH;=134266376/19261;/TUBING-3124-LT-2014A;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSH;=134241800/21265;/TUBING-3124-LT-3028A;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134241800/23522;/TUBING-3120.BBA.0001;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;TAG DA VALVULA DA BOMBA EM HOLD;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134249992/6283;/3123-WSL-0001-T-1-15H28;Not Controlled;Not Controlled;Not Controlled;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;XXX;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134249992/6201;/3124-WSL-0001-T-1-15H28;Not Controlled;Not Controlled;Not Controlled;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;XXX;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134241800/65;/3120-WSL-0001-T-4-15H28-C;wander.braganca;P0 - Created Pipe (empty);5;--;--;BLP-2121-120-M-ISO-3379;3120.T.ISO.0197;3120.P.FLX.0001_5/15;FL;22/05/20;;;;;;;;;0;
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134241800/23774;/TUBING-3120.FTR.0001;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134241800/23474;/TUBING-3124.BBA.0002;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;TAG DA VALVULA DA BOMBA EM HOLD;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134241800/23148;/TUBING-3123.BBA.0002;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;TAG DA VALVULA DA BOMBA EM HOLD;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134241800/23537;/TUBING-3120.BBA.0002;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;TAG DA VALVULA DA BOMBA EM HOLD;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134258184/540;/3124-WSL-0002-T-1-15H28;felipe.lucchesi;P1 - Preliminary model;20;--;--;BLP-2121-120-M-ISO-4697;3124.T.ISO.0983;3124.P.FLX.0001_4/5;FL;XX/XX/03;;;;;;;;;0;
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134258184/929;/3123-WSL-0002-T-1-15H28;felipe.lucchesi;P1 - Preliminary model;20;--;--;BLP-2121-120-M-ISO-4106;3123.T.ISO.0629;3123.P.FLX.0001_4/5;FL;XX/XX/03;;;;;;;;;0;
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134241800/23791;/TUBING-3120.FTR.0002;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134241800/23336;/TUBING-3120.BBA.0003;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;TAG DA VALVULA DA BOMBA EM HOLD;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134241800/23809;/TUBING-3120.FTR.0003;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134241800/223;/3120-WSL-0003-T--15H28;wander.braganca;P0 - Created Pipe (empty);5;--;--;BLP-2121-120-M-ISO-3551;3120.T.ISO.0370;3120.P.FLX.0001_15/15;FL;22/05/20;;;;;;;;;0;
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134258184/4947;/TUBING-3123.BBA.0004;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;TAG DA VALVULA DA BOMBA EM HOLD;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134241800/23722;/TUBING-3124.BBA.0004;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;TAG DA VALVULA DA BOMBA EM HOLD;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134241800/23365;/TUBING-3120.BBA.0004;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;TAG DA VALVULA DA BOMBA EM HOLD;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134241800/224;/3120-WSL-0004-T-8-15H28;wander.braganca;P0 - Created Pipe (empty);5;--;--;BLP-2121-120-M-ISO-3552;3120.T.ISO.0371;3120.P.FLX.0001_15/15;FL;22/05/20;;;;;;;;;0;
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134241800/23660;/TUBING-3124.BBA.0005;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;TAG DA VALVULA DA BOMBA EM HOLD;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134241800/23444;/TUBING-3123.BBA.0005;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;TAG DA VALVULA DA BOMBA EM HOLD;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134241800/23122;/TUBING-3120.BBA.0005;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;TAG DA VALVULA DA BOMBA EM HOLD;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134258184/706;/3120-WSL-0005-T-1-15H42;felipe.lucchesi;P1 - Preliminary model;20;--;--;BLP-2121-120-M-ISO-3664;3120.T.ISO.0483;D714-0011XXYX;FL;XX/XX/03;;;;;;;;;0;
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134274568/28;/3124-WSL-0005-T-1-15H28;felipe.lucchesi;P1 - Preliminary model;20;--;--;BLP-2121-120-M-ISO-4836;3124.T.ISO.1122;D714-0011XXYX;FL;XX/XX/03;;;;;;;;;0;
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134258184/889;/3123-WSL-0005-T-1-15H42;felipe.lucchesi;P1 - Preliminary model;20;--;--;BLP-2121-120-M-ISO-4286;3123.T.ISO.0809;D714-0011XXYX;FL;XX/XX/03;;;;;;;;;0;
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134241800/30832;/TUBING-3120.BBA.0006;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134241800/23614;/TUBING-3124.BBA.0006;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;TAG DA VALVULA DA BOMBA EM HOLD;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134241800/23398;/TUBING-3123.BBA.0006;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;TAG DA VALVULA DA BOMBA EM HOLD;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134241800/23283;/TUBING-3124.BBA.0007;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;TAG DA VALVULA DA BOMBA EM HOLD;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134241800/23298;/TUBING-3123.BBA.0007;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;TAG DA VALVULA DA BOMBA EM HOLD;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134241800/23073;/TUBING-3120.BBA.0007;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;TAG DA VALVULA DA BOMBA EM HOLD;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134241800/225;/3120-WSL-0007-T--15H28;wander.braganca;P0 - Created Pipe (empty);5;--;--;BLP-2121-120-M-ISO-3553;3120.T.ISO.0372;3120.P.FLX.0001_15/15;FL;22/05/20;;;;;;;;;0;
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134241800/23568;/TUBING-3124.BBA.0008;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;TAG DA VALVULA DA BOMBA EM HOLD;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134241800/23055;/TUBING-3120.BBA.0008;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;TAG DA VALVULA DA BOMBA EM HOLD;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134241800/23236;/TUBING-3123.BBA.0008;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;TAG DA VALVULA DA BOMBA EM HOLD;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134258184/387;/3120-WSL-0008-T-8-15H28;felipe.lucchesi;P1 - Preliminary model;20;--;--;BLP-2121-120-M-ISO-3554;3120.T.ISO.0373;3120.P.FLX.0001_15/15;FL;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134241800/226;/3120-WSL-0008-T--15H28-CANCELADO;felipe.lucchesi;Existing pipe;100;--;--;BLP-2121-120-M-ISO-3554;3120.T.ISO.0373;3120.P.FLX.0001_15/15;FL;22/05/20;;;;;;;;;0;
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134241800/30761;/TUBING-3120.BBA.0009;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134241800/227;/3120-WSL-0009-T-3-15H28-C;wander.braganca;P0 - Created Pipe (empty);5;--;--;BLP-2121-120-M-ISO-3555;3120.T.ISO.0374;3120.P.FLX.0001_15/15 ;FL;22/05/20;;;;;;;;;0;
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134258184/784;/3120-WSL-0010-T-3-15H28;felipe.lucchesi;P1 - Preliminary model;20;--;--;BLP-2121-120-M-ISO-3556;3120.T.ISO.0375;3120.P.FLX.0001_15/15;FL;XX/XX/03;;;;;;;;;0;
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134241800/228;/3120-WSL-0010-T--15H28-CANCELADO;felipe.lucchesi;Existing pipe;100;--;--;BLP-2121-120-M-ISO-3556;3120.T.ISO.0375;3120.P.FLX.0001_15/15;FL;22/05/20;;;;;;;;;0;
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134241800/66;/3120-WSL-0011-T-3-15H28-C;wander.braganca;P0 - Created Pipe (empty);5;--;--;BLP-2121-120-M-ISO-3380;3120.T.ISO.0198;3120.P.FLX.0001_8/15;FL;22/05/20;;;;;;;;;0;
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134241800/23585;/TUBING-3124.BBA.0012;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;TAG DA VALVULA DA BOMBA EM HOLD;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134241800/23221;/TUBING-3123.BBA.0012;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;TAG DA VALVULA DA BOMBA EM HOLD;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134241800/229;/3120-WSL-0012-T--15H28;wander.braganca;P0 - Created Pipe (empty);5;--;--;BLP-2121-120-M-ISO-3557;3120.T.ISO.0376;3120.P.FLX.0001_15/15;FL;22/05/20;;;;;;;;;0;
/024-072_PIPE_COMMON_COOKING;/024-072_WSL;=134241800/23697;/TUBING-3124.BBA.0013;andreia.ribeiro;P5 - Concluded pipe;100;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;AMR;XX/XX/03;TAG DA VALVULA DA BOMBA EM HOLD;unset;unset;unset;unset;unset;unset;;0;EXPO-UTILIDADES
